Sno. ,EVENT ID,,,,,,NAME ,,,,,,,,,,,,,,,,,,,,,,,DISTRICT ,,,,,TIME AND DATE,,
11,EVT006,\N,\N,\N,\N,\N,RISHIKA-R6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
12,EVT008,\N,\N,\N,\N,\N,SHANKAR-S8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
13,EVT0010,\N,\N,\N,\N,\N,SHANKAR-S10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
14,EVT0012,\N,\N,\N,\N,\N,SHANKAR-S12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
15,EVT0012,\N,\N,\N,\N,\N,AMANRAJ-A12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
16,EVT0012,\N,\N,\N,\N,\N,RISHIKA-R12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
17,EVT0014,\N,\N,\N,\N,\N,SHANKAR-S14,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
18,EVT0016,\N,\N,\N,\N,\N,SHANKAR-S16,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
19,EVT0018,\N,\N,\N,\N,\N,SHANKAR-S18,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
20,EVT0018,\N,\N,\N,\N,\N,AMANRAJ-A18,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
21,EVT0018,\N,\N,\N,\N,\N,RISHIKA-R18,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
22,EVT0020,\N,\N,\N,\N,\N,SHANKAR-S20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
23,EVT0022,\N,\N,\N,\N,\N,SHANKAR-S22,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
24,EVT0024,\N,\N,\N,\N,\N,SHANKAR-S24,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
25,EVT0024,\N,\N,\N,\N,\N,AMANRAJ-A24,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
26,EVT0024,\N,\N,\N,\N,\N,RISHIKA-R24,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
27,EVT0026,\N,\N,\N,\N,\N,SHANKAR-S26,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
28,EVT0028,\N,\N,\N,\N,\N,SHANKAR-S28,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
29,EVT0030,\N,\N,\N,\N,\N,SHANKAR-S30,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
30,EVT0030,\N,\N,\N,\N,\N,AMANRAJ-A30,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
31,EVT0030,\N,\N,\N,\N,\N,RISHIKA-R30,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
32,EVT0032,\N,\N,\N,\N,\N,SHANKAR-S32,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
33,EVT0034,\N,\N,\N,\N,\N,SHANKAR-S34,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
34,EVT0036,\N,\N,\N,\N,\N,SHANKAR-S36,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
35,EVT0036,\N,\N,\N,\N,\N,AMANRAJ-A36,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
36,EVT0036,\N,\N,\N,\N,\N,RISHIKA-R36,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
37,EVT0038,\N,\N,\N,\N,\N,SHANKAR-S38,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
38,EVT0040,\N,\N,\N,\N,\N,SHANKAR-S40,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
39,EVT0042,\N,\N,\N,\N,\N,SHANKAR-S42,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
40,EVT0042,\N,\N,\N,\N,\N,AMANRAJ-A42,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
41,EVT0042,\N,\N,\N,\N,\N,VIBHANI-V42,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,east,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
42,EVT0044,\N,\N,\N,\N,\N,SHANKAR-S44,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
43,EVT0046,\N,\N,\N,\N,\N,SHANKAR-S46,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
44,EVT0048,\N,\N,\N,\N,\N,SHANKAR-S48,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
45,EVT0048,\N,\N,\N,\N,\N,AMANRAJ-A48,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
46,EVT0048,\N,\N,\N,\N,\N,RISHIKA-R48,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
47,EVT0050,\N,\N,\N,\N,\N,SHANKAR-S50,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
48,EVT0052,\N,\N,\N,\N,\N,SHANKAR-S52,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
49,EVT0054,\N,\N,\N,\N,\N,SHANKAR-S54,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
50,EVT0054,\N,\N,\N,\N,\N,AMANRAJ-A54,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
51,EVT0054,\N,\N,\N,\N,\N,RISHIKA-R54,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
52,EVT0056,\N,\N,\N,\N,\N,SHANKAR-S56,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
53,EVT0058,\N,\N,\N,\N,\N,SHANKAR-S58,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
54,EVT0060,\N,\N,\N,\N,\N,SHANKAR-S60,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
55,EVT0060,\N,\N,\N,\N,\N,AMANRAJ-A60,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
56,EVT0060,\N,\N,\N,\N,\N,RISHIKA-R60,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
57,EVT0062,\N,\N,\N,\N,\N,SHANKAR-S62,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
58,EVT0064,\N,\N,\N,\N,\N,SHANKAR-S64,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
59,EVT0066,\N,\N,\N,\N,\N,SHANKAR-S66,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
60,EVT0066,\N,\N,\N,\N,\N,AMANRAJ-A66,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
61,EVT0066,\N,\N,\N,\N,\N,RISHIKA-R66,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
62,EVT0068,\N,\N,\N,\N,\N,SHANKAR-S68,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
63,EVT0070,\N,\N,\N,\N,\N,SHANKAR-S70,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
64,EVT0072,\N,\N,\N,\N,\N,SHANKAR-S72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
65,EVT0072,\N,\N,\N,\N,\N,AMANRAJ-A72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
66,EVT0072,\N,\N,\N,\N,\N,RISHIKA-R72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
67,EVT0074,\N,\N,\N,\N,\N,SHANKAR-S74,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
68,EVT0076,\N,\N,\N,\N,\N,SHANKAR-S76,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
69,EVT0078,\N,\N,\N,\N,\N,SHANKAR-S78,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
70,EVT0078,\N,\N,\N,\N,\N,AMANRAJ-A78,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
71,EVT0078,\N,\N,\N,\N,\N,RISHIKA-R78,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
72,EVT0080,\N,\N,\N,\N,\N,SHANKAR-S80,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
73,EVT0082,\N,\N,\N,\N,\N,SHANKAR-S82,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
74,EVT0084,\N,\N,\N,\N,\N,SHANKAR-S84,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
75,EVT0084,\N,\N,\N,\N,\N,AMANRAJ-A84,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
76,EVT0084,\N,\N,\N,\N,\N,VIBHANI-V84,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,east,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
77,EVT0086,\N,\N,\N,\N,\N,SHANKAR-S86,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
78,EVT0088,\N,\N,\N,\N,\N,SHANKAR-S88,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
79,EVT0090,\N,\N,\N,\N,\N,SHANKAR-S90,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
80,EVT0090,\N,\N,\N,\N,\N,AMANRAJ-A90,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
81,EVT0090,\N,\N,\N,\N,\N,RISHIKA-R90,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
82,EVT0092,\N,\N,\N,\N,\N,SHANKAR-S92,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
83,EVT0094,\N,\N,\N,\N,\N,SHANKAR-S94,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
84,EVT0096,\N,\N,\N,\N,\N,SHANKAR-S96,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
85,EVT0096,\N,\N,\N,\N,\N,AMANRAJ-A96,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
86,EVT0096,\N,\N,\N,\N,\N,RISHIKA-R96,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
87,EVT0098,\N,\N,\N,\N,\N,SHANKAR-S98,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
88,EVT00100,\N,\N,\N,\N,\N,SHANKAR-S100,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
89,EVT00102,\N,\N,\N,\N,\N,SHANKAR-S102,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
90,EVT00102,\N,\N,\N,\N,\N,AMANRAJ-A102,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
91,EVT00102,\N,\N,\N,\N,\N,RISHIKA-R102,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
92,EVT00104,\N,\N,\N,\N,\N,SHANKAR-S104,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
93,EVT00106,\N,\N,\N,\N,\N,SHANKAR-S106,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
94,EVT00108,\N,\N,\N,\N,\N,SHANKAR-S108,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
95,EVT00108,\N,\N,\N,\N,\N,AMANRAJ-A108,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
96,EVT00108,\N,\N,\N,\N,\N,RISHIKA-R108,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
97,EVT00110,\N,\N,\N,\N,\N,SHANKAR-S110,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
98,EVT00112,\N,\N,\N,\N,\N,SHANKAR-S112,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
99,EVT00114,\N,\N,\N,\N,\N,SHANKAR-S114,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
100,EVT00114,\N,\N,\N,\N,\N,AMANRAJ-A114,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
101,EVT00114,\N,\N,\N,\N,\N,RISHIKA-R114,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
102,EVT00116,\N,\N,\N,\N,\N,SHANKAR-S116,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
103,EVT00118,\N,\N,\N,\N,\N,SHANKAR-S118,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
104,EVT00120,\N,\N,\N,\N,\N,SHANKAR-S120,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,north,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
105,EVT00120,\N,\N,\N,\N,\N,AMANRAJ-A120,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,south,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
106,EVT00120,\N,\N,\N,\N,\N,RISHIKA-R120,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,west,\N,\N,\N,\N,01-05-2024 12:48,\N,\N
